phi,constraint,S_times_Ms,psi_s,regime
0.4533898305084746,4.3,0.5993130231378626,0.06319126278651094,underdriven_or_overconstrained
0.4533898305084746,4.3999999999999995,0.5987465417997465,0.06169672570548237,underdriven_or_overconstrained
0.4533898305084746,4.5,0.5980990910134593,0.06026045455596999,underdriven_or_overconstrained
0.4533898305084746,4.6,0.5973758659511882,0.05887916143770923,underdriven_or_overconstrained
0.4533898305084746,4.7,0.5965816909182012,0.05754980249571542,underdriven_or_overconstrained
0.4533898305084746,4.8,0.5957210513670712,0.056269555522843066,underdriven_or_overconstrained
0.4533898305084746,4.9,0.5947981226559375,0.055035800003619254,underdriven_or_overconstrained
0.4533898305084746,5.0,0.5938167959306673,0.05384609929201814,underdriven_or_overconstrained
0.4533898305084746,5.1,0.5927807014609641,0.05269818465962377,underdriven_or_overconstrained
0.4533898305084746,5.2,0.5916932297178793,0.051589940987461766,underdriven_or_overconstrained
0.4533898305084746,5.3,0.5905575504436892,0.05051939390588004,underdriven_or_overconstrained
0.4533898305084746,5.4,0.5893766299337183,0.04948469821320454,underdriven_or_overconstrained
0.4533898305084746,5.5,0.5881532467226741,0.048484127426291324,underdriven_or_overconstrained
0.4533898305084746,5.6,0.5868900058447122,0.04751606433518782,underdriven_or_overconstrained
0.4533898305084746,5.7,0.5855893518162453,0.04657899245044473,underdriven_or_overconstrained
0.4533898305084746,5.8,0.5842535804729824,0.04567148824562326,underdriven_or_overconstrained
0.4533898305084746,5.9,0.5828848497774346,0.04479221410958453,underdriven_or_overconstrained
0.4533898305084746,6.0,0.5814851896998433,0.04393991193353335,underdriven_or_overconstrained
0.5542372881355933,0.1,0.21148763030589413,1.1721433069496168,overload_or_unbounded
0.5542372881355933,0.2,0.2710420804321135,0.7511081381466196,underdriven_or_overconstrained
0.5542372881355933,0.30000000000000004,0.3207683779529242,0.5926059863876056,underdriven_or_overconstrained
0.5542372881355933,0.4,0.3627776477510743,0.5026622492144123,underdriven_or_overconstrained
0.5542372881355933,0.5,0.398618013300425,0.44185793338725077,underdriven_or_overconstrained
0.5542372881355933,0.6,0.4294505348298007,0.3966958330207482,underdriven_or_overconstrained
0.5542372881355933,0.7000000000000001,0.456163051662918,0.36117510385901735,underdriven_or_overconstrained
0.5542372881355933,0.8,0.4794460771103717,0.33215861698112614,underdriven_or_overconstrained
